"flightairvehicleid","flightid","planeid"
"30379","21487","101"
"30380","21487","66"
"30381","21488","12"
"30382","21489","11"
"30383","21489","101"
"30384","21490","80"
"30385","21490","101"
"30386","21490","12"
"30387","21491","62"
"30388","21491","8"
"30389","21492","78"
"30390","21493","78"
"30391","21494","78"
"30392","21495","11"
"30393","21496","101"
"30394","21497","73"
"30395","21498","8"
"30396","21499","73"
"30397","21500","103"
"30398","21501","103"
"30399","21502","8"
"30400","21503","100"
"30401","21503","95"
"30402","21504","8"
"30403","21505","57"
"30404","21506","100"
"30405","21507","8"
"30406","21508","8"
"30407","21509","62"
"30408","21510","65"
"30409","21511","47"
"30410","21511","66"
"30411","21511","80"
"30412","21512","106"
"30413","21513","57"
"30414","21514","8"
"30415","21515","100"
"30416","21515","11"
"30417","21515","101"
"30418","21516","24"
"30419","21517","100"
"30420","21518","8"
"30421","21519","73"
"30422","21520","8"
"30423","21521","66"
"30424","21522","77"
"30425","21523","73"
"30426","21524","8"
"30427","21525","8"
"30428","21526","136"
"30429","21527","62"
"30430","21527","73"
"30431","21528","78"
"30432","21528","99"
"30433","21529","95"
"30434","21530","95"
"30435","21531","95"
"30436","21531","73"
"30437","21532","62"
"30438","21533","68"
"30439","21534","66"
"30440","21535","66"
"30441","21535","65"
"30442","21536","77"
"30443","21537","65"
"30444","21538","18"
"30445","21539","62"
"30446","21539","73"
"30447","21540","65"
"30448","21541","62"
"30449","21541","8"
"30450","21541","9"
"30451","21542","77"
"30452","21543","61"
"30453","21544","65"
"30454","21545","71"
"30455","21546","66"
"30456","21546","65"
"30457","21547","65"
"30458","21548","11"
"30459","21549","65"
"30460","21550","73"
"30461","21550","62"
"30462","21551","136"
"30463","21551","68"
"30464","21551","117"
"30465","21551","133"
"30466","21551","61"
"30467","21553","70"
"30468","21554","8"
"30469","21555","73"
"30470","21555","8"
"30471","21556","61"
"30472","21557","66"
"30473","21557","65"
"30474","21558","73"
"30475","21558","95"
"30476","21559","66"
"30477","21560","71"
"30478","21560","65"
"30479","21561","66"
"30480","21561","65"
"30481","21562","8"
"30482","21563","104"
"30483","21564","12"
"30484","21565","12"
"30485","21566","12"
"30486","21567","12"
"30487","21568","12"
"30488","21569","68"
"30489","21570","8"
"30490","21571","12"
"30491","21572","12"
"30492","21573","12"
"30493","21574","12"
"30494","21575","12"
"30495","21576","8"
"30496","21577","12"
"30497","21578","12"
"30498","21579","68"
"30499","21580","8"
"30500","21581","12"
"30501","21582","8"
"30502","21583","8"
"30503","21584","8"
"30504","21585","8"
"30505","21586","12"
"30506","21587","12"
"30507","21588","12"
"30508","21589","8"
"30509","21590","12"
"30510","21591","12"
"30511","21592","8"
"30512","21593","8"
"30513","21594","8"
"30514","21595","8"
"30515","21596","28"
"30516","21597","135"
"30517","21597","28"
"30518","21598","28"
"30519","21599","28"
"30520","21600","28"
"30521","21601","28"
"30522","21601","70"
"30523","21602","70"
"30524","21603","69"
"30525","21604","69"
"30526","21605","70"
"30527","21606","28"
"30528","21607","70"
"30529","21608","28"
"30530","21609","28"
"30531","21609","135"
"30532","21610","28"
"30533","21611","28"
"30534","21611","70"
"30535","21612","70"
"30536","21613","69"
"30537","21614","69"
"30538","21615","70"
"30539","21616","28"
"30540","21617","70"
"30541","21618","69"
"30542","21619","28"
"30543","21620","28"
"30544","21621","28"
"30545","21622","28"
"30546","21623","69"
"30547","21623","70"
"30548","21624","70"
"30549","21625","28"
"30550","21626","28"
"30551","21627","28"
"30552","21628","135"
"30553","21628","28"
"30554","21629","28"
"30555","21630","28"
"30556","21630","135"
"30557","21631","28"
"30558","21632","28"
"30559","21633","69"
"30560","21634","28"
"30561","21635","28"
"30562","21636","28"
"30563","21637","28"
"30564","21638","28"
"30565","21639","28"
"30566","21640","28"
"30567","21641","28"
"30568","21642","69"
"30569","21642","70"
"30570","21643","70"
"30571","21644","28"
"30572","21645","28"
"30573","21646","28"
"30574","21647","28"
"30575","21648","28"
"30576","21649","28"
"30577","21650","28"
"30578","21651","28"
"30579","21652","28"
"30580","21653","135"
"30581","21653","28"
"30582","21654","28"
"30583","21655","28"
"30584","21656","28"
"30585","21657","28"
"30586","21657","135"
"30587","21658","28"
"30588","21659","28"
"30589","21660","28"
"30590","21661","28"
"30591","21662","28"
"30592","21663","28"
"30593","21664","28"
"30594","21665","28"
"30595","21666","28"
"30596","21667","40"
"30597","21668","40"
"30598","21669","8"
"30599","21669","40"
"30600","21670","8"
"30601","21671","40"
"30602","21672","40"
"30603","21673","8"
"30604","21674","8"
"30605","21675","8"
"30606","21676","8"
"30607","21677","8"
"30608","21678","8"
"30609","21679","3"
"30610","21680","40"
"30611","21681","8"
"30612","21681","40"
"30613","21682","8"
"30614","21683","8"
"30615","21684","17"
"30616","21685","40"
"30617","21686","40"
"30618","21687","40"
"30619","21688","40"
"30620","21689","17"
"30621","21690","8"
"30622","21691","8"
"30623","21692","40"
"30624","21693","40"
"30625","21694","40"
"30626","21695","8"
"30627","21696","8"
"30628","21697","8"
"30629","21698","8"
"30630","21699","8"
"30631","21700","8"
"30632","21701","3"
"30633","21702","3"
"30634","21703","8"
"30635","21704","8"
"30636","21705","8"
"30637","21706","3"
"30638","21707","3"
"30639","21708","8"
"30640","21709","8"
"30641","21710","8"
"30642","21711","8"
"30643","21712","3"
"30644","21713","3"
"30645","21714","3"
"30646","21715","8"
"30647","21715","40"
"30648","21716","40"
"30649","21717","8"
"30650","21718","40"
"30651","21719","40"
"30652","21720","8"
"30653","21721","8"
"30654","21722","8"
"30655","21723","8"
"30656","21724","3"
"30657","21725","8"
"30658","21726","8"
"30659","21727","8"
"30660","21728","40"
"30661","21729","3"
"30662","21730","8"
"30663","21731","8"
"30664","21732","40"
"30665","21732","8"
"30666","21733","40"
"30667","21734","8"
"30668","21735","8"
"30669","21736","8"
"30670","21737","3"
"30671","21738","40"
"30672","21739","8"
"30673","21740","8"
"30674","21741","3"
"30675","21742","3"
"30676","21743","8"
"30677","21744","3"
"30678","21745","15"
"30679","21746","15"
"30680","21747","15"
"30681","21748","29"
"30682","21748","15"
"30683","21749","29"
"30684","21749","15"
"30685","21750","21"
"30686","21750","42"
"30687","21751","29"
"30688","21751","15"
"30689","21752","15"
"30690","21753","42"
"30691","21754","21"
"30692","21754","42"
"30693","21755","15"
"30694","21756","42"
"30695","21757","15"
"30696","21758","15"
"30697","21759","29"
"30698","21759","15"
"30699","21760","15"
"30700","21761","66"
"30701","21762","66"
"30702","21763","66"
"30703","21763","21"
"30704","21764","66"
"30705","21765","66"
"30706","21766","66"
"30707","21767","66"
"30708","21768","66"
"30709","21769","43"
"30710","21769","66"
"30711","21770","66"
"30712","21771","66"
"30713","21772","66"
"30714","21773","66"
"30715","21774","66"
"30716","21775","66"
"30717","21776","66"
"30718","21777","66"
"30719","21778","66"
"30720","21779","66"
"30721","21780","66"
"30722","21781","66"
"30723","21782","66"
"30724","21783","66"
"30725","21784","66"
"30726","21785","66"
"30727","21786","66"
"30728","21787","66"
"30729","21788","66"
"30730","21789","66"
"30731","21790","66"
"30732","21791","66"
"30733","21792","66"
"30734","21793","66"
"30735","21794","66"
"30736","21795","66"
"30737","21796","66"
"30738","21797","66"
"30739","21798","66"
"30740","21799","66"
"30741","21800","66"
"30742","21801","66"
"30743","21802","66"
"30744","21803","66"
"30745","21804","66"
"30746","21805","66"
"30747","21806","66"
"30748","21807","66"
"30749","21808","66"
"30750","21809","66"
"30751","21810","66"
"30752","21811","66"
"30753","21812","43"
"30754","21813","43"
"30755","21814","66"
"30756","21815","66"
"30757","21816","66"
"30758","21817","66"
"30759","21818","66"
"30760","21819","66"
"30761","21820","66"
"30762","21821","66"
"30763","21822","66"
"30764","21823","66"
"30765","21824","66"
"30766","21825","98"
"30767","21826","66"
"30768","21827","66"
"30769","21828","66"
"30770","21829","66"
"30771","21830","66"
"30772","21831","66"
"30773","21832","66"
"30774","21833","66"
"30775","21834","98"
"30776","21835","66"
"30777","21836","66"
"30778","21837","98"
"30779","21838","66"
"30780","21839","66"
"30781","21840","98"
"30782","21841","66"
"30783","21842","66"
"30784","21843","66"
"30785","21844","66"
"30786","21845","66"
"30787","21846","66"
"30788","21847","66"
"30789","21848","66"
"30790","21849","98"
"30791","21850","66"
"30792","21851","66"
"30793","21852","66"
"30794","21852","43"
"30795","21853","66"
"30796","21854","66"
"30797","21855","66"
"30798","21856","66"
"30799","21857","66"
"30800","21858","66"
"30801","21859","66"
"30802","21860","66"
"30803","21861","66"
"30804","21862","66"
"30805","21863","66"
"30806","21864","66"
"30807","21865","66"
"30808","21866","66"
"30809","21867","66"
"30810","21868","66"
"30811","21869","66"
"30812","21870","66"
"30813","21871","66"
"30814","21872","66"
"30815","21873","66"
"30816","21874","66"
"30817","21875","66"
"30818","21876","66"
"30819","21877","66"
"30820","21878","66"
"30821","21879","66"
"30822","21880","66"
"30823","21881","66"
"30824","21882","66"
"30825","21883","66"
"30826","21884","66"
"30827","21885","43"
"30828","21886","66"
"30829","21887","43"
"30830","21888","66"
"30831","21889","66"
"30832","21890","66"
"30833","21891","66"
"30834","21892","66"
"30835","21893","66"
"30836","21894","66"
"30837","21895","66"
"30838","21896","66"
"30839","21897","66"
"30840","21898","98"
"30841","21899","66"
"30842","21900","66"
"30843","21901","66"
"30844","21902","66"
"30845","21903","66"
"30846","21904","66"
"30847","21905","66"
"30848","21905","43"
"30849","21906","66"
"30850","21907","66"
"30851","21908","66"
"30852","21909","66"
"30853","21910","66"
"30854","21911","66"
"30855","21912","66"
"30856","21913","98"
"30857","21914","98"
"30858","21915","66"
"30859","21916","43"
"30860","21916","66"
"30861","21917","66"
"30862","21918","66"
"30863","21919","66"
"30864","21920","66"
"30865","21921","66"
"30866","21921","43"
"30867","21922","66"
"30868","21923","66"
"30869","21924","66"
"30870","21925","66"
"30871","21926","43"
"30872","21927","66"
"30873","21928","66"
"30874","21929","66"
"30875","21930","66"
"30876","21931","66"
"30877","21932","66"
"30878","21933","66"
"30879","21934","66"
"30880","21935","66"
"30881","21936","43"
"30882","21937","66"
"30883","21937","21"
"30884","21938","66"
"30885","21939","66"
"30886","21940","66"
"30887","21941","66"
"30888","21942","66"
"30889","21943","66"
"30890","21944","66"
"30891","21945","66"
"30892","21946","66"
"30893","21947","66"
"30894","21948","66"
"30895","21949","66"
"30896","21950","66"
"30897","21951","66"
"30898","21952","66"
"30899","21953","98"
"30900","21954","66"
"30901","21955","98"
"30902","21956","66"
"30903","21957","21"
"30904","21958","98"
"30905","21959","66"
"30906","21960","66"
"30907","21961","66"
"30908","21962","66"
"30909","21963","66"
"30910","21964","66"
"30911","21965","66"
"30912","21966","66"
"30913","21966","43"
"30914","21967","66"
"30915","21968","66"
"30916","21969","66"
"30917","21970","66"
"30918","21971","66"
"30919","21972","66"
"30920","21973","66"
"30921","21974","66"
"30922","21975","66"
"30923","21976","66"
"30924","21977","66"
"30925","21978","66"
"30926","21979","66"
"30927","21980","66"
"30928","21981","66"
"30929","21982","66"
"30930","21983","66"
"30931","21984","66"
"30932","21985","66"
"30933","21986","66"
"30934","21987","66"
"30935","21988","66"
"30936","21989","66"
"30937","21990","66"
"30938","21991","66"
"30939","21992","66"
"30940","21993","66"
"30941","21994","66"
"30942","21995","66"
"30943","21996","66"
"30944","21996","43"
"30945","21997","66"
"30946","21998","66"
"30947","21999","66"
"30948","22000","66"
"30949","22001","66"
"30950","22002","66"
"30951","22003","66"
"30952","22004","66"
"30953","22005","66"
"30954","22006","66"
"30955","22007","66"
"30956","22008","66"
"30957","22008","43"
"30958","22009","98"
"30959","22010","98"
"30960","22011","98"
"30961","22012","66"
"30962","22013","66"
"30963","22013","43"
"30964","22014","66"
"30965","22015","66"
"30966","22016","66"
"30967","22017","66"
"30968","22018","66"
"30969","22019","66"
"30970","22020","66"
"30971","22021","43"
"30972","22022","66"
"30973","22023","66"
"30974","22024","66"
"30975","22025","66"
"30976","22026","66"
"30977","22027","66"
"30978","22028","43"
"30979","22028","66"
"30980","22029","66"
"30981","22030","66"
"30982","22031","66"
"30983","22032","66"
"30984","22033","66"
"30985","22034","66"
"30986","22035","66"
"30987","22036","66"
"30988","22037","66"
"30989","22038","66"
"30990","22039","66"
"30991","22040","66"
"30992","22041","66"
"30993","22042","66"
"30994","22043","66"
"30995","22044","66"
"30996","22045","66"
"30997","22046","66"
"30998","22047","66"
"30999","22048","66"
"31000","22049","66"
"31001","22050","66"
"31002","22051","98"
"31003","22052","98"
"31004","22053","98"
"31005","22054","98"
"31006","22055","66"
"31007","22056","66"
"31008","22057","66"
"31009","22058","43"
"31010","22059","43"
"31011","22060","66"
"31012","22061","66"
"31013","22062","66"
"31014","22063","66"
"31015","22064","66"
"31016","22065","66"
"31017","22066","66"
"31018","22067","21"
"31019","22068","43"
"31020","22068","66"
"31021","22069","66"
"31022","22070","98"
"31023","22071","98"
"31024","22072","66"
"31025","22073","66"
"31026","22074","66"
"31027","22075","66"
"31028","22076","66"
"31029","22077","66"
"31030","22078","66"
"31031","22079","66"
"31032","22080","66"
"31033","22081","66"
"31034","22082","66"
"31035","22083","66"
"31036","22084","66"
"31037","22085","66"
"31038","22086","66"
"31039","22087","66"
"31040","22088","66"
"31041","22089","66"
"31042","22090","66"
"31043","22091","66"
"31044","22092","66"
"31045","22093","66"
"31046","22094","66"
"31047","22095","66"
"31048","22096","66"
"31049","22097","66"
"31050","22098","66"
"31051","22099","66"
"31052","22100","66"
"31053","22101","66"
"31054","22102","66"
"31055","22103","66"
"31056","22104","66"
"31057","22105","66"
"31058","22106","66"
"31059","22107","66"
"31060","22108","66"
"31061","22109","66"
"31062","22110","66"
"31063","22111","66"
"31064","22112","66"
"31065","22113","66"
"31066","22114","66"
"31067","22115","66"
"31068","22116","66"
"31069","22117","66"
"31070","22118","66"
"31071","22119","66"
"31072","22120","66"
"31073","22121","66"
"31074","22122","66"
"31075","22123","66"
"31076","22124","43"
"31077","22125","66"
"31078","22126","66"
"31079","22127","66"
"31080","22128","66"
"31081","22129","43"
"31082","22129","66"
"31083","22130","66"
"31084","22131","66"
"31085","22132","66"
"31086","22133","66"
"31087","22134","66"
"31088","22135","66"
"31089","22136","43"
"31090","22136","66"
"31091","22137","66"
"31092","22138","66"
"31093","22139","66"
"31094","22140","66"
"31095","22141","66"
"31096","22142","66"
"31097","22143","66"
"31098","22144","66"
"31099","22145","66"
"31100","22146","98"
"31101","22147","66"
"31102","22148","66"
"31103","22149","66"
"31104","22150","66"
"31105","22151","66"
"31106","22152","66"
"31107","22152","43"
"31108","22153","43"
"31109","22153","66"
"31110","22154","66"
"31111","22155","66"
"31112","22156","66"
"31113","22157","43"
"31114","22158","66"
"31115","22159","66"
"31116","22159","43"
"31117","22160","66"
"31118","22161","66"
"31119","22162","66"
"31120","22163","43"
"31121","22164","43"
"31122","22165","66"
"31123","22165","43"
"31124","22166","66"
"31125","22167","98"
"31126","22168","43"
"31127","22168","66"
"31128","22169","66"
"31129","22170","66"
"31130","22171","66"
"31131","22171","43"
"31132","22172","43"
"31133","22173","66"
"31134","22174","43"
"31135","22175","66"
"31136","22175","43"
"31137","22176","66"
"31138","22177","66"
"31139","22178","66"
"31140","22179","66"
"31141","22179","43"
"31142","22180","66"
"31143","22181","66"
"31144","22181","43"
"31145","22182","98"
"31146","22183","66"
"31147","22183","43"
"31148","22184","43"
"31149","22185","66"
"31150","22186","43"
"31151","22186","66"
"31152","22187","66"
"31153","22188","98"
"31154","22189","66"
"31155","22190","43"
"31156","22191","43"
"31157","22192","66"
"31158","22193","43"
"31159","22193","66"
"31160","22194","66"
"31161","22195","66"
"31162","22196","66"
"31163","22197","66"
"31164","22198","66"
"31165","22199","66"
"31166","22200","66"
"31167","22201","43"
"31168","22202","66"
"31169","22203","43"
"31170","22203","66"
"31171","22204","66"
"31172","22205","43"
"31173","22205","66"
"31174","22206","66"
"31175","22207","66"
"31176","22207","43"
"31177","22208","43"
"31178","22209","66"
"31179","22210","66"
"31180","22210","43"
"31181","22211","66"
"31182","22212","43"
"31183","22213","66"
"31184","22214","43"
"31185","22214","66"
"31186","22215","66"
"31187","22216","66"
"31188","22216","43"
"31189","22217","66"
"31190","22218","43"
"31191","22219","66"
"31192","22220","43"
"31193","22220","66"
"31194","22221","66"
"31195","22221","43"
"31196","22222","43"
"31197","22222","66"
"31198","22223","43"
"31199","22224","43"
"31200","22225","66"
"31201","22225","43"
"31202","22226","43"
"31203","22226","66"
"31204","22227","66"
"31205","22228","66"
"31206","22229","43"
"31207","22230","66"
"31208","22231","66"
"31209","22232","66"
"31210","22233","66"
"31211","22234","66"
"31212","22235","66"
"31213","22236","66"
"31214","22237","66"
"31215","22238","66"
"31216","22239","66"
"31217","22240","66"
"31218","22241","66"
"31219","22242","66"
"31220","22243","66"
"31221","22243","43"
"31222","22244","66"
"31223","22245","66"
"31224","22246","66"
"31225","22247","43"
"31226","22248","66"
"31227","22249","66"
"31228","22250","66"
"31229","22251","66"
"31230","22252","43"
"31231","22252","66"
"31232","22253","66"
"31233","22254","66"
"31234","22255","66"
"31235","22256","66"
"31236","22257","66"
"31237","22258","66"
"31238","22259","66"
"31239","22260","66"
"31240","22261","66"
"31241","22262","66"
"31242","22263","66"
"31243","22264","66"
"31244","22265","66"
"31245","22266","66"
"31246","22267","66"
"31247","22268","66"
"31248","22269","66"
"31249","22269","43"
"31250","22270","66"
"31251","22271","66"
"31252","22272","66"
"31253","22273","66"
"31254","22274","66"
"31255","22275","66"
"31256","22276","66"
"31257","22277","66"
"31258","22278","66"
"31259","22279","66"
"31260","22280","66"
"31261","22281","43"
"31262","22282","66"
"31263","22283","66"
"31264","22284","66"
"31265","22285","66"
"31266","22286","66"
"31267","22287","66"
"31268","22288","66"
"31269","22289","43"
"31270","22289","66"
"31271","22290","66"
"31272","22291","66"
"31273","22292","66"
"31274","22293","43"
"31275","22294","66"
"31276","22295","66"
"31277","22295","43"
"31278","22296","66"
"31279","22297","66"
"31280","22298","66"
"31281","22299","66"
"31282","22300","66"
"31283","22301","66"
"31284","22302","66"
"31285","22303","66"
"31286","22304","66"
"31287","22305","66"
"31288","22306","66"
"31289","22307","66"
"31290","22307","43"
"31291","22308","66"
"31292","22309","66"
"31293","22310","66"
"31294","22311","66"
"31295","22312","66"
"31296","22313","66"
"31297","22314","66"
"31298","22315","66"
"31299","22316","66"
"31300","22317","66"
"31301","22318","66"
"31302","22319","66"
"31303","22320","66"
"31304","22321","66"
"31305","22322","66"
"31306","22323","66"
"31307","22324","66"
"31308","22325","66"
"31309","22326","66"
"31310","22327","66"
"31311","22328","43"
"31312","22329","43"
"31313","22330","66"
"31314","22331","66"
"31315","22331","43"
"31316","22332","66"
"31317","22333","66"
"31318","22334","43"
"31319","22334","66"
"31320","22335","66"
"31321","22336","66"
"31322","22337","47"
"31323","22338","47"
"31324","22339","47"
"31325","22340","47"
"31326","22341","59"
"31327","22342","59"
"31328","22343","59"
"31329","22344","59"
"31330","22345","59"
"31331","22346","59"
"31332","22347","59"
"31333","22348","59"
"31334","22349","59"
"31335","22350","59"
"31336","22351","59"
"31337","22352","59"
"31338","22353","12"
"31339","22354","12"
"31340","22355","12"
"31341","22356","12"
"31342","22357","12"
"31343","22358","12"
"31344","22359","12"
"31345","22360","12"
"31346","22361","12"
"31347","22362","12"
"31348","22363","95"
"31349","22364","95"
"31350","22365","95"
"31351","22366","95"
"31352","22367","27"
"31353","22368","27"
"31354","22369","27"
"31355","22370","27"
"31356","22371","27"
"31357","22372","27"
"31358","22373","68"
"31359","22374","68"
"31360","22375","68"
"31361","22376","68"
"31362","22377","18"
"31363","22378","18"
"31364","22379","18"
"31365","22380","18"
"31366","22381","18"
"31367","22382","18"
"31368","22383","18"
"31369","22384","18"
"31370","22385","12"
"31371","22386","12"
"31372","22387","12"
"31373","22388","12"
"31374","22389","12"
"31375","22390","12"
"31376","22391","12"
"31377","22392","12"
"31378","22393","12"
"31379","22394","21"
"31380","22395","12"
"31381","22396","12"
"31382","22397","12"
"31383","22398","12"
"31384","22399","19"
"31385","22399","12"
"31386","22400","12"
"31387","22401","12"
"31388","22402","12"
"31389","22403","12"
"31390","22404","12"
"31391","22405","12"
"31392","22406","12"
"31393","22407","12"
"31394","22408","73"
"31395","22408","95"
"31396","22408","9"
"31397","22409","69"
"31398","22409","61"
"31399","22410","12"
"31400","22411","12"
"31401","22412","12"
"31402","22413","12"
"31403","22414","12"
"31404","22414","11"
"31405","22415","11"
"31406","22416","12"
"31407","22416","11"
"31408","22417","12"
"31409","22418","21"
"31410","22419","42"
"31411","22419","21"
"31412","22420","12"
"31413","22421","42"
"31414","22422","12"
"31415","22423","12"
"31416","22424","42"
"31417","22425","12"
"31418","22426","61"
"31419","22426","19"
"31420","22427","80"
"31421","22428","21"
"31422","22428","42"
"31423","22429","21"
"31424","22430","42"
"31425","22431","12"
"31426","22432","12"
"31427","22433","12"
"31428","22434","12"
"31429","22434","11"
"31430","22435","12"
"31431","22436","12"
"31432","22437","12"
"31433","22438","12"
"31434","22439","21"
"31435","22440","12"
"31436","22441","21"
"31437","22442","12"
"31438","22443","12"
"31439","22444","19"
"31440","22444","12"
"31441","22445","12"
"31442","22446","12"
"31443","22447","12"
"31444","22448","12"
"31445","22449","69"
"31446","22449","61"
"31447","22450","12"
"31448","22451","12"
"31449","22452","12"
"31450","22453","42"
"31451","22454","12"
"31452","22455","12"
"31453","22456","42"
"31454","22457","12"
"31455","22458","61"
"31456","22458","19"
"31457","22459","21"
"31458","22459","42"
"31459","22460","12"
"31460","22461","12"
"31461","22462","12"
"31462","22462","11"
"31463","22463","12"
"31464","22464","12"
"31465","22465","12"
"31466","22466","21"
"31467","22467","12"
"31468","22468","12"
"31469","22469","21"
"31470","22470","12"
"31471","22470","31"
"31472","22470","19"
"31473","22470","61"
"31474","22471","12"
"31475","22472","12"
"31476","22473","12"
"31477","22474","21"
"31478","22474","42"
"31479","22475","12"
"31480","22476","12"
"31481","22477","12"
"31482","22478","55"
"31483","22479","12"
"31484","22480","42"
"31485","22481","21"
"31486","22482","19"
"31487","22483","42"
"31488","22484","12"
"31489","22484","11"
"31490","22485","12"
"31491","22486","12"
"31492","22487","12"
"31493","22488","12"
"31494","22489","12"
"31495","22490","12"
"31496","22491","12"
"31497","22492","19"
"31498","22492","61"
"31499","22493","12"
"31500","22494","12"
"31501","22495","12"
"31502","22496","12"
"31503","22497","12"
"31504","22498","21"
"31505","22499","19"
"31506","22499","61"
"31507","22500","12"
"31508","22501","12"
"31509","22502","12"
"31510","22503","12"
"31511","22504","12"
"31512","22505","42"
"31513","22505","21"
"31514","22506","61"
"31515","22507","12"
"31516","22508","12"
"31517","22509","12"
"31518","22510","12"
"31519","22511","12"
"31520","22512","12"
"31521","22513","12"
"31522","22514","12"
"31523","22515","80"
"31524","22516","12"
"31525","22517","12"
"31526","22518","21"
"31527","22519","21"
"31528","22520","21"
"31529","22521","12"
"31530","22522","12"
"31531","22522","31"
"31532","22522","19"
"31533","22522","61"
"31534","22523","12"
"31535","22524","12"
"31536","22525","12"
"31537","22526","12"
"31538","22527","12"
"31539","22528","21"
"31540","22528","42"
"31541","22529","21"
"31542","22530","12"
"31543","22531","12"
"31544","22532","12"
"31545","22533","55"
"31546","22534","12"
"31547","22535","42"
"31548","22536","21"
"31549","22537","21"
"31550","22538","19"
"31551","22539","80"
"31552","22540","42"
"31553","22541","12"
"31554","22541","11"
"31555","22542","12"
"31556","22543","11"
"31557","22544","11"
"31558","22545","12"
"31559","22546","12"
"31560","22547","12"
"31561","22548","12"
"31562","22549","12"
"31563","22550","12"
"31564","22551","12"
"31565","22552","12"
"31566","22553","12"
"31567","22554","12"
"31568","22555","21"
"31569","22556","21"
"31570","22556","42"
"31571","22557","19"
"31572","22557","61"
"31573","22558","12"
"31574","22559","12"
"31575","22560","12"
"31576","22561","12"
"31577","22562","12"
"31578","22563","12"
"31579","22564","12"
"31580","22565","12"
"31581","22566","21"
"31582","22567","21"
"31583","22568","11"
"31584","22569","73"
"31585","22569","9"
"31586","22570","19"
"31587","22570","61"
"31588","22571","95"
"31589","22572","12"
"31590","22573","12"
"31591","22574","12"
"31592","22575","12"
"31593","22576","12"
"31594","22577","21"
"31595","22578","21"
"31596","22579","12"
"31597","22580","12"
"31598","22581","21"
"31599","22582","12"
"31600","22583","21"
"31601","22584","21"
"31602","22585","12"
"31603","22586","12"
"31604","22587","21"
"31605","22588","12"
"31606","22589","12"
"31607","22590","21"
"31608","22591","12"
"31609","22592","12"
"31610","22593","12"
"31611","22593","11"
"31612","22594","12"
"31613","22595","12"
"31614","22596","12"
"31615","22597","12"
"31616","22598","12"
"31617","22599","42"
"31618","22599","21"
"31619","22600","61"
"31620","22601","12"
"31621","22602","42"
"31622","22602","21"
"31623","22603","80"
"31624","22604","42"
"31625","22605","21"
"31626","22606","12"
"31627","22607","80"
"31628","22608","12"
"31629","22609","21"
"31630","22609","42"
"31631","22610","12"
"31632","22611","12"
"31633","22612","12"
"31634","22613","12"
"31635","22614","12"
"31636","22615","12"
"31637","22616","12"
"31638","22617","12"
"31639","22618","80"
"31640","22619","12"
"31641","22620","69"
"31642","22621","69"
"31643","22622","69"
"31644","22623","61"
"31645","22624","69"
"31646","22625","108"
"31647","22626","108"
"31648","22627","108"
"31649","22628","69"
"31650","22629","61"
"31651","22630","83"
"31652","22630","69"
"31653","22630","70"
"31654","22631","108"
"31655","22632","69"
"31656","22633","69"
"31657","22634","61"
"31658","22634","70"
"31659","22634","83"
"31660","22635","108"
"31661","22636","83"
"31662","22637","61"
"31663","22638","69"
"31664","22639","108"
"31665","22639","69"
"31666","22640","108"
"31667","22641","69"
"31668","22642","83"
"31669","22643","108"
"31670","22644","18"
"31671","22645","108"
"31672","22646","18"
"31673","22647","35"
"31674","22647","18"
"31675","22648","69"
"31676","22649","69"
"31677","22649","70"
"31678","22649","66"
"31679","22649","61"
"31680","22649","83"
"31681","22650","96"
"31682","22651","61"
"31683","22652","83"
"31684","22652","70"
"31685","22653","69"
"31686","22654","61"
"31687","22654","70"
"31688","22655","61"
"31689","22656","69"
"31690","22656","108"
"31691","22657","69"
"31692","22658","69"
"31693","22659","69"
"31694","22660","83"
"31695","22661","69"
"31696","22662","100"
"31697","22663","70"
"31698","22663","83"
"31699","22663","61"
"31700","22664","69"
"31701","22665","69"
"31702","22666","69"
"31703","22667","83"
"31704","22668","83"
"31705","22668","70"
"31706","22668","66"
"31707","22668","69"
"31708","22669","96"
"31709","22670","99"
"31710","22671","108"
"31711","22672","61"
"31712","22672","83"
"31713","22672","70"
"31714","22673","70"
"31715","22673","69"
"31716","22673","83"
"31717","22673","61"
"31718","22674","100"
"31719","22675","100"
"31720","22676","69"
"31721","22677","69"
"31722","22678","69"
"31723","22679","69"
"31724","22680","61"
"31725","22681","69"
"31726","22682","69"
"31727","22683","61"
"31728","22684","83"
"31729","22684","69"
"31730","22684","70"
"31731","22685","108"
"31732","22686","69"
"31733","22687","69"
"31734","22688","61"
"31735","22688","70"
"31736","22688","83"
"31737","22689","108"
"31738","22690","83"
"31739","22691","61"
"31740","22692","69"
"31741","22693","108"
"31742","22693","69"
"31743","22694","83"
"31744","22695","108"
"31745","22696","70"
"31746","22696","61"
"31747","22696","69"
"31748","22696","66"
"31749","22696","83"
"31750","22697","96"
"31751","22698","61"
"31752","22699","83"
"31753","22699","70"
"31754","22700","69"
"31755","22701","61"
"31756","22701","70"
"31757","22702","61"
"31758","22703","69"
"31759","22703","108"
"31760","22704","69"
"31761","22705","69"
"31762","22706","69"
"31763","22707","70"
"31764","22707","83"
"31765","22707","61"
"31766","22708","69"
"31767","22709","69"
"31768","22710","69"
"31769","22711","83"
"31770","22712","70"
"31771","22712","66"
"31772","22712","69"
"31773","22712","83"
"31774","22713","96"
"31775","22714","99"
"31776","22715","108"
